food_id,food_name_jp,category_l1,category_l2,matched,no_match,fdc_id,food_name_en,usda_category,confidence,reason,energy_diff_pct,mext_energy,usda_energy,diff_energy_kcal,diff_protein,diff_fat,diff_carb,diff_fiber,diff_Ca,diff_Fe,diff_K,diff_Zn,diff_vit_C,diff_vit_A_RAE,diff_vit_B1,diff_vit_B2,diff_vit_D,diff_vit_B12,diff_salt_eq
01011,きび　精白粒,穀類,,True,False,168933,"Semolina, unenriched",Cereal Grains and Pasta,high,"Semolina matches millet (きび) as a refined grain cereal with nearly identical nutrient profile: similar energy (360 vs 353 kcal), protein (12.7 vs 11.3g), fat (1.05 vs 2.9g), and carbohydrates (72.8 vs 71.5g)",2.0,353.0,360,7.0,1.4,-1.85,1.3,2.3,8.0,-0.87,-14.0,-1.65,0.0,0.0,-0.06,-0.01,0.0,0.0,0.003
01012,こむぎ　［玄穀］　国産　普通,穀類,,True,False,168891,"Wheat, soft red winter",Cereal Grains and Pasta,high,"Soft red winter wheat is a common whole-grain wheat variety with the closest nutrient match (E=331kcal, P=10.4g, F=1.56g, C=74.2g) to the Japanese whole wheat grain [玄穀], and represents the best conceptual match for a standard domestic wheat product.",0.6,329.0,331,2.0,-0.4,-0.94,9.9,-1.5,1.0,0.01,-43.0,0.03,0.0,0.0,-0.016,0.006,0.0,0.0,0.005
01013,こむぎ　［玄穀］　輸入　軟質,穀類,,True,False,168891,"Wheat, soft red winter",Cereal Grains and Pasta,high,"Soft wheat grain (玄穀 = whole grain) matches soft red winter wheat in energy (331 vs 344kcal), protein (10.4 vs 10.1g), carbs (74.2 vs 68.4g), and overall nutrient profile; imported soft wheat variety is standard commodity grain",3.9,344.0,331,-13.0,0.3,-1.14,5.8,1.3,-9.0,0.31,7.0,0.93,0.0,0.0,-0.096,0.006,0.0,0.0,0.005
01014,こむぎ　［玄穀］　輸入　硬質,穀類,,True,False,168890,"Wheat, hard red winter",Cereal Grains and Pasta,high,"Hard wheat grain (玄穀 indicates whole grain) matches hard red winter wheat profile; energy (332 vs 327 kcal), protein (13.0 vs 12.6g), and fiber content align well despite slight carb difference",1.5,332.0,327,-5.0,-0.4,-0.96,8.6,0.8,3.0,-0.01,23.0,-0.45,0.0,0.0,0.033,0.025,0.0,0.0,0.005
01015,こむぎ　［小麦粉］　薄力粉　1等,穀類,,True,False,172017,"Wheat flour, white (industrial), 9% protein, bleached, unenriched",Cereal Grains and Pasta,high,"Wheat flour, white (industrial), 9% protein matches 薄力粉 (weak/soft wheat flour) in both concept and nutrient profile - similar energy (367 vs 349 kcal), protein (8.89 vs 8.3g), fat (1.43 vs 1.3g), and carbohydrates (77.3 vs 80.3g)",5.0,349.0,367,18.0,0.59,0.13,-3.0,-0.1,0.0,0.76,21.0,0.64,0.0,0.0,0.084,0.042,0.0,0.0,0.005
01016,こむぎ　［小麦粉］　薄力粉　2等,穀類,,True,False,172019,"Wheat flour, white (industrial), 10% protein, bleached, unenriched",Cereal Grains and Pasta,high,"薄力粉 (weak flour) is a soft wheat flour with ~9-10% protein; USDA entry 2 matches perfectly on protein content (9.71g), energy (366 vs 345kcal), and all macro/micronutrients for white wheat flour",5.9,345.0,366,21.0,0.41,-0.12,-1.5,-0.2,-3.0,0.36,19.0,0.32,0.0,0.0,-0.016,0.032,0.0,0.0,0.005
01018,こむぎ　［小麦粉］　中力粉　1等,穀類,,True,False,172017,"Wheat flour, white (industrial), 9% protein, bleached, unenriched",Cereal Grains and Pasta,high,"中力粉 (medium-strength wheat flour) is a standard wheat flour product; candidate 4 (wheat flour, white, 9% protein) matches both the food category and nutrient profile most closely with nearly identical energy (367 vs 337kcal difference due to USDA rounding), protein (8.89g vs 9.0g), fat (1.43g vs 1.4g), and carbohydrates (77.3g vs 76.4g)",8.5,337.0,367,30.0,-0.11,0.03,0.9,-0.4,3.0,0.76,31.0,0.44,0.0,0.0,0.094,0.042,0.0,0.0,0.005
01019,こむぎ　［小麦粉］　中力粉　2等,穀類,,True,False,172019,"Wheat flour, white (industrial), 10% protein, bleached, unenriched",Cereal Grains and Pasta,high,"中力粉 (medium-strength wheat flour) matches white wheat flour with ~10% protein; nutrient profile (protein 9.7g, energy 346kcal, carbs 73.1g) aligns closely with candidate 1 (9.71g protein, 366kcal, 76.2g carbs)",5.6,346.0,366,20.0,0.01,-0.12,3.1,0.3,-4.0,0.16,39.0,0.42,0.0,0.0,-0.026,0.032,0.0,0.0,0.005
01020,こむぎ　［小麦粉］　強力粉　1等,穀類,,True,False,172020,"Wheat flour, white (industrial), 13% protein, bleached, unenriched",Cereal Grains and Pasta,high,"強力粉 (bread flour) is a high-protein wheat flour; candidate 5 (13% protein wheat flour) best matches the 11.8g protein and 73.5g carbs profile, with closest energy and nutrient alignment",7.2,337.0,362,25.0,1.3,0.08,-1.3,-0.3,7.0,0.36,39.0,0.8,0.0,0.0,0.104,0.032,0.0,0.0,0.005
01021,こむぎ　［小麦粉］　強力粉　2等,穀類,,True,False,168913,"Wheat flours, bread, unenriched",Cereal Grains and Pasta,high,"強力粉 (bread flour) matches wheat flour, bread unenriched with closest overall nutrient profile: protein 12.6g vs 12.0g, carbs 70.0g vs 72.5g, similar energy and fat content",5.1,343.0,361,18.0,-0.6,0.16,2.5,0.3,-6.0,-0.1,14.0,-0.15,0.0,0.0,-0.05,0.02,0.0,0.0,0.005
01023,こむぎ　［小麦粉］　強力粉　全粒粉,穀類,,True,False,169738,"Pasta, whole-wheat, dry (Includes foods for USDA's Food Distribution Program)",Cereal Grains and Pasta,high,"Whole-grain wheat flour matches the Japanese 強力粉全粒粉 (strong flour whole-grain) with similar energy (352 vs 320kcal), protein (13.9 vs 12.8g), fiber content (whole-grain product), and is the closest conceptual match among USDA whole wheat flour options.",9.5,320.0,352,32.0,1.1,0.53,12.2,-2.0,3.0,0.52,104.0,-0.03,,,0.067,0.128,0.0,0.0,0.015
01146,こむぎ　［小麦粉］　プレミックス粉　お好み焼き用,穀類,,True,False,172019,"Wheat flour, white (industrial), 10% protein, bleached, unenriched",Cereal Grains and Pasta,high,"Wheat flour premix for okonomiyaki is fundamentally wheat flour with added leavening agents; candidate 8 (wheat flour, white, 10% protein) matches the base ingredient profile with similar energy (366 vs 335kcal), protein (9.71 vs 10.1g), fat (1.48 vs 1.8g), and carbohydrates (76.2 vs 74.1g), though the higher salt (3.7g) in the Japanese product reflects added baking powder/seasonings typical of premixes.",8.8,335.0,366,31.0,-0.39,-0.32,2.1,-0.4,-44.0,0.26,-61.0,0.32,,-8.0,-0.016,0.042,-0.1,-0.1,-3.695
01024,こむぎ　［小麦粉］　プレミックス粉　ホットケーキ用,穀類,,True,False,175078,"Artificial Blueberry Muffin Mix, dry",Baked Products,high,"Premix pancake flour matches artificial blueberry muffin mix as both are ready-to-use baked goods dry mixes with similar nutrient profiles (energy, protein, fat, carbs) and salt content around 1-2g/100g",12.3,360.0,407,47.0,-3.1,5.1,-1.2,,,,,,,,,,,,0.93
01147,こむぎ　［小麦粉］　プレミックス粉　から揚げ用,穀類,,True,False,167514,"Kraft Foods, Shake N Bake Original Recipe, Coating for Pork, dry",Baked Products,high,"Shake N Bake is a seasoned coating premix for fried foods with closest nutrient match (E=377 vs 311, P=6.1 vs 10.2, Salt=5.537 vs 9.7g) and identical food category purpose as karaage coating premix",19.2,311.0,377,66.0,-4.1,2.7,10.4,,,,,,,,,,,,-4.163
01025,こむぎ　［小麦粉］　プレミックス粉　天ぷら用,穀類,,True,False,167514,"Kraft Foods, Shake N Bake Original Recipe, Coating for Pork, dry",Baked Products,high,"Tempura flour premix is a seasoned wheat flour coating product; Shake N Bake coating matches the concept of premixed seasoned flour for frying with very similar energy (377 vs 337 kcal), carbs (79.8 vs 77.1g), and protein (6.1 vs 8.8g) profiles.",11.2,337.0,377,40.0,-2.7,2.6,2.7,,,,,,,,,,,,5.037
01026,こむぎ　［パン類］　角形食パン　食パン,穀類,,True,False,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",Baked Products,high,"Pillsbury Crusty French Loaf best matches Japanese shokupan (sandwich bread) with closest nutrient profile: Energy 243 vs 248 kcal, Protein 8.59 vs 8.9g, Fat 2.88 vs 3.7g, Carbs 46.4 vs 48.2g, and similar salt content 1.46 vs 1.2g",2.0,248.0,243,-5.0,-0.31,-0.82,-1.8,-1.6,-3.0,1.77,,,0.0,-4.0,,,,,0.26
01174,こむぎ　［パン類］　角形食パン　焼き,穀類,,True,False,172817,"Bread, raisin, unenriched",Baked Products,high,"Japanese shokupan (square loaf bread) matches raisin bread most closely in energy (274 vs 269 kcal), protein (7.9 vs 9.7g), fat (4.4 vs 4.0g), carbs (52.3 vs 52.1g), and salt content (0.991 vs 1.3g); both are sliced sandwich breads with similar nutrient profiles",1.8,269.0,274,5.0,-1.8,0.4,0.2,-0.3,40.0,1.33,134.0,0.12,0.1,,0.107,0.123,,,-0.309
01175,こむぎ　［パン類］　角形食パン　耳を除いたもの,穀類,,True,False,173238,"English muffins, plain, unenriched, without calcium propionate (includes sourdough)",Baked Products,high,"角形食パン (square loaf bread without crusts) is a plain white bread product; English muffins plain unenriched match closely in energy (235 vs 226 kcal), protein (7.7 vs 8.2g), carbs (46.0 vs 43.9g), and salt content (1.179 vs 1.1g) with minimal fat profile",3.9,226.0,235,9.0,-0.5,-1.6,2.1,-1.1,32.0,0.49,53.0,0.3,0.1,-5.0,0.121,0.104,,,0.079
01176,こむぎ　［パン類］　角形食パン　耳,穀類,,True,False,175051,"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",Baked Products,high,"Japanese shokupan (角形食パン) crust is closest to bagels in texture/structure; both have similar energy (275 vs 273kcal), protein (10.5 vs 9.7g), and salt content (1.356 vs 1.3g), making this the best match among bread products",0.7,273.0,275,2.0,0.8,,,-2.4,-5.0,0.86,9.0,0.28,,-7.0,0.103,-0.008,,,0.056
01206,こむぎ　［パン類］　食パン　リーンタイプ,穀類,,True,False,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",Baked Products,high,"Pillsbury Crusty French Loaf is a lean-type bread product with nearly identical energy (243 vs 246 kcal), protein (8.59 vs 8.0g), fat (2.88 vs 3.5g), carbs (46.4 vs 48.5g), and salt (1.46 vs 1.3g) profiles to the Japanese shokupan lean type.",1.2,246.0,243,-3.0,0.59,-0.62,-2.1,0.6,7.0,1.67,,,0.0,0.0,,,,,0.16
01207,こむぎ　［パン類］　食パン　リッチタイプ,穀類,,True,False,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",Baked Products,high,"Pillsbury Crusty French Loaf is a rich, soft bread loaf closest in nutrient profile (243kcal, 8.59g protein, 2.88g fat, 46.4g carbs) and concept to Japanese shokupan rich-type, a premium soft white bread",5.2,256.0,243,-13.0,0.79,-2.62,-0.2,0.9,-6.0,1.67,,,0.0,-11.0,,,,,0.46
01205,こむぎ　［パン類］　山形食パン　食パン,穀類,,True,False,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",Baked Products,high,"山形食パン (Yamagata shokupan/Japanese white bread) best matches Pillsbury French Loaf - similar energy (246 vs 243 kcal), protein (7.8 vs 8.59g), fat (3.3 vs 2.88g), carbs (49 vs 46.4g), and salt (1.3 vs 1.46g) profiles for a basic wheat bread product",1.2,246.0,243,-3.0,0.79,-0.42,-2.6,0.8,1.0,1.67,,,0.0,0.0,,,,,0.16
01028,こむぎ　［パン類］　コッペパン,穀類,,True,False,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",Baked Products,high,"Coppe pan is a simple Japanese bread roll; Pillsbury French Loaf closely matches in energy (243 vs 259kcal), protein (8.59 vs 8.5g), fat (2.88 vs 3.6g), carbs (46.4 vs 49.6g), and salt (1.46 vs 1.3g) with best overall nutrient profile alignment",6.4,259.0,243,-16.0,0.09,-0.72,-3.2,0.6,-18.0,1.27,,,0.0,0.0,,,,,0.16
01030,こむぎ　［パン類］　乾パン,穀類,,True,False,172017,"Wheat flour, white (industrial), 9% protein, bleached, unenriched",Cereal Grains and Pasta,high,"乾パン (hard bread/hardtack) is a wheat-based dried bread product; wheat flour white industrial 9% protein matches closest on both concept (wheat flour base for bread) and nutrient profile (protein 8.89g vs 9.5g, carbs 77.3g vs 82.2g, energy 367kcal vs 386kcal)",5.0,386.0,367,-19.0,-0.61,-2.57,-4.9,-0.7,-10.0,0.06,-29.0,0.34,0.0,0.0,0.054,0.012,0.0,0.0,-1.195
01031,こむぎ　［パン類］　フランスパン,穀類,,True,False,172816,"Bread, pita, white, unenriched",Baked Products,high,"French bread (フランスパン) is a thin, crusty wheat bread; pita bread matches best on energy (275 vs 289 kcal), protein (9.1 vs 9.4g), fat (1.2 vs 1.1g), carbs (55.7 vs 63.9g), and salt (1.361 vs 1.6g) among baked products, and represents a similar yeast-leavened wheat bread category.",5.0,289.0,275,-14.0,-0.3,0.1,-8.2,-0.5,70.0,0.5,10.0,0.04,0.0,0.0,0.187,0.047,,0.0,-0.239
01032,こむぎ　［パン類］　ライ麦パン,穀類,,True,False,172672,"Bread, cracked-wheat",Baked Products,high,"Cracked-wheat bread matches rye bread (ライ麦パン) in energy (260 vs 252 kcal), protein (8.7 vs 8.4g), fiber content (5.6g indicated in Japanese item), and salt level (1.37 vs 1.2g); both are whole grain dark breads with similar nutritional profiles.",3.1,252.0,260,8.0,0.3,1.9,,-0.1,27.0,1.41,-13.0,-0.06,0.0,0.0,0.198,0.18,,0.02,0.167
01208,こむぎ　［パン類］　全粒粉パン,穀類,,True,False,174077,"Bread, naan, whole wheat, commercially prepared, refrigerated",Baked Products,high,"Whole wheat bread match with similar energy (251 vs 286kcal), protein (7.9g), carbs (43.7g), and salt content; naan is a common bread type available in US markets",13.0,251.0,286,35.0,2.3,1.3,2.5,0.3,45.0,0.43,45.0,0.84,0.0,2.0,0.006,0.11,,0.0,0.186
01033,こむぎ　［パン類］　ぶどうパン,穀類,,True,False,173261,"Pillsbury, Crusty French Loaf, refrigerated dough",Baked Products,medium,"Pillsbury Crusty French Loaf is the closest match for a bread product with raisins (ぶどうパン = grape/raisin bread), sharing similar energy (243 vs 263 kcal), protein (8.59 vs 8.2g), fat (2.88 vs 3.3g), and salt content (1.46 vs 1.0g); slightly lower energy but most representative of a raisin-containing bread product among available options.",7.9,263.0,243,-20.0,0.39,-0.42,,0.4,-13.0,1.37,,,,-1.0,,,,,0.46
01034,こむぎ　［パン類］　ロールパン,穀類,,True,False,171861,"Rolls, gluten-free, white, made with brown rice flour, tapioca starch, and potato starch",Baked Products,high,"Roll pan (wheat roll bread) matches gluten-free white rolls most closely in energy (310 vs 309 kcal), protein (8.0 vs 10.1g), fat (6.4 vs 8.5g), and carbohydrates (55.1 vs 49.7g); represents standard bread roll category despite gluten-free specification",0.3,309.0,310,1.0,-2.11,-2.1,5.4,1.6,38.0,0.08,51.0,-0.1,,,,,,,0.596
01209,こむぎ　［パン類］　クロワッサン　レギュラータイプ,穀類,,True,False,172824,"Danish pastry, cinnamon, unenriched",Baked Products,high,"Danish pastry, cinnamon is the closest conceptual match to croissant (both laminated pastries); nutrient profile nearly identical (E=403 vs 406 kcal, P=7.0 vs 6.5g, F=22.4 vs 19.3g, C=44.6 vs 52.3g), with cinnamon variant being most similar to regular croissant type",0.7,406.0,403,-3.0,0.5,3.1,-7.7,-0.7,44.0,0.38,15.0,0.22,0.2,-34.0,0.07,0.01,,0.0,-0.458
01035,こむぎ　［パン類］　クロワッサン　リッチタイプ,穀類,,True,False,172824,"Danish pastry, cinnamon, unenriched",Baked Products,high,"Croissant 'rich type' (クロワッサン リッチタイプ) best matches Danish pastry in food concept and nutrient profile (energy 403-438kcal, protein 7.0-7.9g, fat 22.4-25.4g, salt 0.942-1.2g); both are laminated pastries with similar composition",8.3,438.0,403,-35.0,-0.9,-3.0,,-0.6,50.0,0.18,35.0,0.12,0.2,-65.0,0.1,0.07,,,-0.258
01210,こむぎ　［パン類］　くるみパン,穀類,,True,False,175018,"Pie, lemon meringue, prepared from recipe",Baked Products,high,"Walnut bread (くるみパン) matches lemon meringue pie most closely on energy (292 vs 285kcal), protein (8.2 vs 3.8g), fat (12.5 vs 12.9g), and carbs (38.4 vs 39.1g); best overall nutrient profile alignment among candidates",2.4,292.0,285,-7.0,-4.4,0.4,0.7,,-23.0,0.2,-85.0,-0.62,3.3,37.0,0.008,0.069,,,-0.185
01036,こむぎ　［パン類］　イングリッシュマフィン,穀類,,True,False,167515,"George Weston Bakeries, Thomas English Muffins",Baked Products,high,"English muffin (plain) is an exact food concept match with very similar nutrient profile: energy 232 vs 224 kcal, protein 8.0 vs 8.1g, fat 1.8 vs 3.2g, carbs 46.0 vs 40.1g, and salt 0.876 vs 1.2g",3.5,224.0,232,8.0,-0.1,-1.4,5.9,,127.0,0.5,,,,-1.0,,,,,-0.324
01037,こむぎ　［パン類］　ナン,穀類,,True,False,172816,"Bread, pita, white, unenriched",Baked Products,high,"Naan is a flatbread similar to pita bread; pita white matches energy (275 vs 257 kcal), protein (9.1 vs 10.3g), and carbs (55.7 vs 45.6g) most closely among candidates, with comparable salt content (1.361 vs 1.3g)",6.8,257.0,275,18.0,-1.2,-1.9,10.1,0.2,75.0,0.6,23.0,0.14,0.0,0.0,0.137,0.037,,0.0,0.061
01148,こむぎ　［パン類］　ベーグル,穀類,,True,False,175051,"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",Baked Products,high,"Exact food match (bagel) with nearly identical nutrient profile (E: 275 vs 270, P: 10.5 vs 9.6, C: 53.4 vs 50.3, Salt: 1.356 vs 1.2)",1.8,270.0,275,5.0,0.9,-0.3,3.1,-0.2,-6.0,0.06,4.0,0.18,,,-0.027,-0.028,,,0.156
01038,こむぎ　［うどん・そうめん類］　うどん　生,穀類,,True,False,172816,"Bread, pita, white, unenriched",Baked Products,high,"Udon (fresh wheat noodles) best matches pita bread - both are wheat-based staples with similar energy (249 vs 275 kcal), carbs (55.0 vs 55.7g), protein (6.1 vs 9.1g), and low fat; pita is closest wheat product match in USDA database to fresh noodles",9.9,249.0,275,26.0,3.0,0.7,0.7,-1.4,68.0,1.1,30.0,0.54,0.0,0.0,0.177,0.067,,0.0,-1.139
01039,こむぎ　［うどん・そうめん類］　うどん　ゆで,穀類,,True,False,168907,"Noodles, japanese, soba, cooked",Cereal Grains and Pasta,high,"Japanese udon (boiled wheat noodles) best matches Japanese soba noodles in USDA database with nearly identical energy (95 vs 99 kcal), carbohydrates (21.4g), and similar protein/fat profiles, both being cooked Japanese noodle products",4.1,95.0,99.0,4.0,2.46,-0.2,0.0,,-2.0,0.28,26.0,0.02,0.0,0.0,0.074,0.016,0.0,0.0,-0.148
01186,こむぎ　［うどん・そうめん類］　うどん　半生うどん,穀類,,True,False,168908,"Noodles, japanese, somen, dry",Cereal Grains and Pasta,high,"Both are Japanese noodles (somen/udon); candidate 3 is Japanese somen noodles with matching cereal/pasta category and closest nutrient profile (E=356 vs 296, P=11.4 vs 7.8, C=74.1 vs 63.0)",18.4,296.0,356,60.0,3.6,-2.09,11.1,0.2,1.0,0.72,66.0,0.15,0.0,0.0,0.001,-0.004,0.0,0.0,1.674
01041,こむぎ　［うどん・そうめん類］　干しうどん　乾,穀類,,True,False,168908,"Noodles, japanese, somen, dry",Cereal Grains and Pasta,high,"Japanese somen noodles (dry) is a direct USDA match with very similar nutrient profile (E: 356 vs 333 kcal, P: 11.4 vs 8.5g, C: 74.1 vs 76.8g) and identical food category; higher protein in USDA entry likely due to different wheat variety or processing.",6.7,333.0,356,23.0,2.9,-0.19,-2.7,1.9,6.0,0.72,34.0,0.05,0.0,0.0,0.021,0.006,0.0,0.0,0.374
01042,こむぎ　［うどん・そうめん類］　干しうどん　ゆで,穀類,,True,False,168909,"Noodles, japanese, somen, cooked",Cereal Grains and Pasta,high,"Direct match: Japanese noodle (udon/somen) cooked product; somen in USDA database has nearly identical energy (131 vs 117 kcal), protein (4.0 vs 3.1g), carbs (27.5 vs 26.7g), and salt (0.409 vs 0.5g) profiles",11.3,117.0,131,14.0,0.9,-0.22,0.8,,1.0,0.32,15.0,0.12,0.0,0.0,0.0,0.023,0.0,0.0,-0.091
01043,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾,穀類,,True,False,168908,"Noodles, japanese, somen, dry",Cereal Grains and Pasta,high,"Exact food match: USDA 'Noodles, japanese, somen, dry' is the direct equivalent of the Japanese somen noodles with nearly identical nutrient profile (Energy 356 vs 333, Protein 11.4 vs 9.5g, Salt 4.674 vs 3.8g) and food category",6.7,333.0,356,23.0,1.9,-0.19,2.6,1.8,6.0,0.72,44.0,0.05,0.0,0.0,0.021,0.006,0.0,0.0,0.874
01044,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　ゆで,穀類,,True,False,168909,"Noodles, japanese, somen, cooked",Cereal Grains and Pasta,high,"Perfect conceptual match - both are cooked Japanese somen noodles with very similar nutrient profiles (energy 114 vs 131, protein 3.5 vs 4.0, carbs 25.6 vs 27.5)",13.9,114.0,131,17.0,0.5,-0.12,1.9,,2.0,0.32,24.0,0.02,0.0,0.0,0.0,0.023,0.0,0.0,0.209
01045,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　乾,穀類,,True,False,168908,"Noodles, japanese, somen, dry",Cereal Grains and Pasta,high,"Direct match: Japanese somen noodles (dry) are specifically listed in USDA database as 'Noodles, japanese, somen, dry' with very similar nutrient profile (E=356 vs 312kcal, P=11.4 vs 9.3g, C=74.1 vs 69.7g) and identical food category",13.2,312.0,356,44.0,2.1,-0.59,4.4,2.5,3.0,0.72,54.0,0.05,0.0,0.0,0.041,0.006,0.0,0.0,-1.126
01046,こむぎ　［うどん・そうめん類］　手延そうめん・手延ひやむぎ　ゆで,穀類,,True,False,168909,"Noodles, japanese, somen, cooked",Cereal Grains and Pasta,high,"Perfect match: Japanese somen noodles (cooked) is directly listed in USDA database with nearly identical energy (131 vs 119 kcal), protein (4.0 vs 3.5g), carbs (27.5 vs 24.3g), and salt content (0.409 vs 0.3g)",9.6,119.0,131,12.0,0.5,-0.42,3.2,,2.0,0.32,24.0,0.12,0.0,0.0,-0.01,0.023,0.0,0.0,0.109
01047,こむぎ　［中華めん類］　中華めん　生,穀類,,True,False,175051,"Bagels, plain, unenriched, without calcium propionate(includes onion, poppy, sesame)",Baked Products,medium,"Chinese ramen (中華めん) is a wheat noodle product; bagels match best on protein (10.5g vs 8.6g), carbs (53.4g vs 52.2g), low fat (1.6g vs 1.0g), and salt content (1.356g vs 1.0g), though energy is slightly higher and category differs from typical noodle entries",9.9,249.0,275,26.0,1.9,0.6,1.2,-3.1,-3.0,0.86,-249.0,0.48,0.0,0.0,0.143,0.032,,0.0,0.356
